"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Test/Rocsnow/ASS/Asset/UrbanDistrict/Effects/Fog_01/m_Fog_01_01.m_Fog_01_01","0","0","10","1","0.000000","0","0"
"/Game/Art/Images/ActivatedButton/NewMaterial_2.NewMaterial_2","0","0","35","1","0.000000","0","0"
"/Game/Art/Images/ActivatedButton/NewMaterial.NewMaterial","0","0","28","1","0.000000","0","0"
"/Game/Art/Images/ActivatedButton/people_Mat.people_Mat","0","0","28","1","0.000000","0","0"
"/Game/Art/Images/ActivatedButton/wealth_Mat.wealth_Mat","0","0","28","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Fog_ParticleMat.Fog_ParticleMat","0","0","88","1","0.000000","0","176"
"/Game/UltraDynamicSky/Materials/Weather/Splash_ParticleMat.Splash_ParticleMat","0","0","56","1","0.000000","0","112"
"/Game/UltraDynamicSky/Materials/Weather/RainSnow_ParticleMat.RainSnow_ParticleMat","0","0","56","1","0.000000","0","56"
"/Game/UltraDynamicSky/Materials/Weather/LightningFlare_ParticleMat.LightningFlare_ParticleMat","0","0","16","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/LightningBolt_ParticleMat.LightningBolt_ParticleMat","0","0","24","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Lightning_Ball_ParticleMat.Lightning_Ball_ParticleMat","0","0","16","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Inside_Clouds_Fog_Particle.Inside_Clouds_Fog_Particle","0","0","88","1","0.000000","0","264"
"/Game/UltraDynamicSky/Materials/Ultra_Dynamic_Sky_Mat.Ultra_Dynamic_Sky_Mat","0","0","22","11","0.000000","0","66"
"/Game/UltraDynamicSky/Materials/Cloud_Shadows.Cloud_Shadows","0","0","17","1","0.000000","0","17"
"/Game/UltraDynamicSky/Materials/Volumetric_Aurora.Volumetric_Aurora","0","0","24","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Volumetric_Clouds.Volumetric_Clouds","0","0","44","1","0.000000","0","132"
"/Game/UltraDynamicSky/Materials/Volumetric_Cloud_Shadows.Volumetric_Cloud_Shadows","0","0","17","1","0.000000","0","17"
"/Game/UltraDynamicSky/Materials/Static_Clouds.Static_Clouds","0","0","8","1","0.000000","0","16"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","40","1","0.000000","0","0"
"/Game/Exhausts/materials/m_fx_translucent.m_fx_translucent","0","0","40","1","0.000000","0","0"
"/Game/Exhausts/materials/m_fx_exhaust.m_fx_exhaust","0","0","20","1","0.000000","0","0"
"/Game/Exhausts/materials/m_fx_distortion.m_fx_distortion","0","0","30","1","0.000000","0","0"
"/Game/Art/Material/Material/Andy_M.Andy_M","0","0","74","1","0.000000","0","0"
"/Game/BluePrint/Blueprints/PlaceFunc/M/Placing.Placing","0","0","28","1","0.000000","0","0"
"/Game/AdvancedGlassPack/Materials/01_Clean/M_Glass_CleanMaster.M_Glass_CleanMaster","0","0","86","2","0.000000","0","0"
"/Game/Art/Material/Material/Emissive_Part.Emissive_Part","0","0","21","1","0.000000","0","0"
"/Game/Art/Material/Grid/Glow_Grid.Glow_Grid","0","0","40","1","0.000000","0","0"
"/Game/Art/SoulCity/Environment/Materials/Building/M_Emissive_Vent.M_Emissive_Vent","0","0","18","1","0.000000","0","0"
"/Game/Art/Material/Cartoon/CelShading.CelShading","0","0","4","1","0.000000","0","0"
"/Game/Art/Material/Cartoon/Cartoon_M.Cartoon_M","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
